cnt,count_season,dayofweek,dteday,holiday,hour,hr,hum,mnth,season,temp_PCA,weathersit,weekday,windspeed,workingday,year,year_season
4.127134385045092,56.0,0,2011-01-03,0,0,0.06555317594372903,-1.4369826059655837,1,1,-1.4855087537551745,1,1,0.8513483729070389,1,2011,2011.1
4.127134385045092,56.0,0,2011-01-03,0,0,0.21018293914368688,-1.4369826059655837,1,1,-1.4274783884452045,1,1,0.7013297752307827,1,2011,2011.1
4.356708826689592,56.0,0,2011-01-03,0,0,0.3548127023436447,-1.696151639219034,1,1,-1.291096634557206,1,1,0.7013297752307827,1,2011,2011.1
4.290459441148391,56.0,0,2011-01-03,0,0,0.49944246554360255,-1.696151639219034,1,1,-1.291096634557206,1,1,0.4002857436522538,1,2011,2011.1
4.343805421853684,56.0,0,2011-01-03,0,0,0.6440722287435604,-1.696151639219034,1,1,-1.291096634557206,1,1,0.4002857436522538,1,2011,2011.1
5.062595033026967,56.0,0,2011-01-03,0,0,0.7887019919435182,-1.696151639219034,1,1,-1.3881734014357647,1,1,0.10024854829974054,1,2011,2011.1
5.062595033026967,56.0,0,2011-01-03,0,0,0.9333317551434761,-1.5924840259176536,1,1,-1.3098220128577365,1,1,-1.1019139055623428,1,2011,2011.1
4.709530201312334,56.0,0,2011-01-03,0,0,1.077961518343434,-0.8149769261573029,1,1,-1.4258827434776766,1,1,-0.24008619666704767,1,2011,2011.1
3.970291913552122,56.0,0,2011-01-03,0,0,1.2225912815433917,-0.8149769261573029,1,1,-1.5042341320557047,1,1,-1.1019139055623428,1,2011,2011.1
3.970291913552122,56.0,0,2011-01-03,0,0,1.3672210447433497,0.06619778690442844,1,1,-1.640615885943704,1,1,-0.8018767102098295,1,2011,2011.1
3.044522437723423,56.0,0,2011-01-03,0,0,1.5118508079433075,0.32536682015787843,1,1,-1.8743329921511125,1,1,-0.8018767102098295,1,2011,2011.1
2.5649493574615367,56.0,0,2011-01-03,0,0,1.6564805711432653,-0.40030647295178196,1,1,-1.6015694843751156,1,1,-1.1019139055623428,1,2011,2011.1
1.791759469228055,56.0,1,2011-01-04,0,0,-1.670003982455765,-0.40030647295178196,1,1,-1.7379512382631142,1,2,-1.1019139055623428,1,2011,2011.1
1.0986122886681098,56.0,1,2011-01-04,0,0,-1.5253742192558073,-0.1929712463490221,1,1,-1.7379512382631142,1,2,-1.1019139055623428,1,2011,2011.1
0.6931471805599453,56.0,1,2011-01-04,0,0,-1.3807444560558495,0.014363980253738333,1,1,-1.8743329921511125,1,2,-0.8018767102098295,1,2011,2011.1
1.0986122886681098,56.0,1,2011-01-04,0,0,-1.0914849296559337,0.014363980253738333,1,1,-1.7959816035730842,1,2,-1.2519325032385995,1,2011,2011.1
1.6094379124341003,56.0,1,2011-01-04,0,0,-0.9468551664559759,0.2735330135071889,1,1,-1.9323633574610826,1,2,-1.1019139055623428,1,2011,2011.1
3.6109179126442243,56.0,1,2011-01-04,0,0,-0.8022254032560181,0.584535853411329,1,1,-1.9323633574610826,1,2,-1.1019139055623428,1,2011,2011.1
4.553876891600541,56.0,1,2011-01-04,0,0,-0.6575956400560602,0.584535853411329,1,1,-1.9323633574610826,1,2,-0.8018767102098295,1,2011,2011.1
5.19295685089021,56.0,1,2011-01-04,0,0,-0.5129658768561024,0.32536682015787843,1,1,-1.8743329921511125,1,2,-0.500832678631301,1,2011,2011.1
4.61512051684126,56.0,1,2011-01-04,0,0,-0.3683361136561445,0.06619778690442844,1,1,-1.8163026268411426,1,2,0.10024854829974054,1,2011,2011.1
3.7612001156935624,56.0,1,2011-01-04,0,0,-0.22370635045618667,0.32536682015787843,1,1,-1.8553490284097311,2,2,1.1523924044855678,1,2011,2011.1
4.060443010546419,56.0,1,2011-01-04,0,0,-0.07907658725622882,-0.6076416995545424,1,1,-1.4855087537551745,1,2,0.8513483729070389,1,2011,2011.1
4.3694478524670215,56.0,1,2011-01-04,0,0,0.06555317594372903,-0.6076416995545424,1,1,-1.4462037667457346,1,2,-0.500832678631301,1,2011,2011.1
4.584967478670572,56.0,1,2011-01-04,0,0,0.21018293914368688,-0.34847266630109186,1,1,-1.3881734014357647,1,2,-0.200795483278788,1,2011,2011.1
4.1588830833596715,56.0,1,2011-01-04,0,0,0.3548127023436447,-0.5558078929038524,1,1,-1.251791647547766,1,2,0.10024854829974054,1,2011,2011.1
4.189654742026425,56.0,1,2011-01-04,0,0,0.49944246554360255,-0.5558078929038524,1,1,-1.1547148806692076,1,2,0.4002857436522538,1,2011,2011.1
4.430816798843313,56.0,1,2011-01-04,0,0,0.6440722287435604,-0.7113093128559226,1,1,-1.0573795283497973,1,2,0.4002857436522538,1,2011,2011.1
5.3612921657094255,56.0,1,2011-01-04,0,0,0.7887019919435182,-0.7631431195066127,1,1,-1.1547148806692076,1,2,0.10024854829974054,1,2011,2011.1
5.209486152841421,56.0,1,2011-01-04,0,0,0.9333317551434761,-0.7631431195066127,1,1,-1.251791647547766,1,2,-0.200795483278788,1,2011,2011.1
4.727387818712341,56.0,1,2011-01-04,0,0,1.077961518343434,-0.7631431195066127,1,1,-1.3098220128577365,1,2,-1.1019139055623428,1,2011,2011.1
4.007333185232471,56.0,1,2011-01-04,0,0,1.2225912815433917,-0.7631431195066127,1,1,-1.3098220128577365,1,2,-1.1019139055623428,1,2011,2011.1
3.8918202981106265,56.0,1,2011-01-04,0,0,1.3672210447433497,0.06619778690442844,1,1,-1.3288059765991176,1,2,-0.24008619666704767,1,2011,2011.1
3.58351893845611,56.0,1,2011-01-04,0,0,1.5118508079433075,0.06619778690442844,1,1,-1.3678523781677066,1,2,-1.2519325032385995,1,2011,2011.1
2.4849066497880004,56.0,1,2011-01-04,0,0,1.6564805711432653,0.32536682015787843,1,1,-1.5042341320557047,1,2,-1.2519325032385995,1,2011,2011.1
1.9459101490553132,56.0,2,2011-01-05,0,0,-1.670003982455765,0.06619778690442844,1,1,-1.4258827434776766,1,3,-0.24008619666704767,1,2011,2011.1
1.9459101490553132,56.0,2,2011-01-05,0,0,-1.5253742192558073,0.584535853411329,1,1,-1.6986462512536742,1,3,-1.2519325032385995,1,2011,2011.1
1.0986122886681098,56.0,2,2011-01-05,0,0,-1.3807444560558495,0.584535853411329,1,1,-1.6986462512536742,1,3,-1.2519325032385995,1,2011,2011.1
1.0986122886681098,56.0,2,2011-01-05,0,0,-1.0914849296559337,-0.7631431195066127,1,1,-1.3881734014357647,1,3,0.10024854829974054,1,2011,2011.1
1.3862943611198906,56.0,2,2011-01-05,0,0,-0.9468551664559759,-0.8149769261573029,1,1,-1.4462037667457346,1,3,-0.500832678631301,1,2011,2011.1
3.5263605246161616,56.0,2,2011-01-05,0,0,-0.8022254032560181,-0.8149769261573029,1,1,-1.5825855206337336,1,3,0.10024854829974054,1,2011,2011.1
4.48863636973214,56.0,2,2011-01-05,0,0,-0.6575956400560602,-1.022312152760063,1,1,-1.679920872953144,1,3,-0.200795483278788,1,2011,2011.1
5.278114659230517,56.0,2,2011-01-05,0,0,-0.5129658768561024,-1.177813572712133,1,1,-1.621890507643174,1,3,0.8513483729070389,1,2011,2011.1
4.7535901911063645,56.0,2,2011-01-05,0,0,-0.3683361136561445,-1.3333149926642034,1,1,-1.5245551553237633,1,3,1.1523924044855678,1,2011,2011.1
4.060443010546419,56.0,2,2011-01-05,0,0,-0.22370635045618667,-1.3333149926642034,1,1,-1.5245551553237633,1,3,1.1523924044855678,1,2011,2011.1
3.8501476017100584,56.0,2,2011-01-05,0,0,-0.07907658725622882,-1.5406502192669635,1,1,-1.3301430361257947,1,3,1.1523924044855678,1,2011,2011.1
4.382026634673881,56.0,2,2011-01-05,0,0,0.06555317594372903,-1.5406502192669635,1,1,-1.3301430361257947,1,3,1.1523924044855678,1,2011,2011.1
4.276666119016055,56.0,2,2011-01-05,0,0,0.21018293914368688,-1.696151639219034,1,1,-1.1937612822377959,1,3,0.8513483729070389,1,2011,2011.1
4.143134726391533,56.0,2,2011-01-05,0,0,0.3548127023436447,-1.7998192525204137,1,1,-1.0573795283497973,1,3,-0.200795483278788,1,2011,2011.1
4.143134726391533,56.0,2,2011-01-05,0,0,0.49944246554360255,-1.7998192525204137,1,1,-1.0573795283497973,1,3,-0.200795483278788,1,2011,2011.1
4.499809670330265,56.0,2,2011-01-05,0,0,0.6440722287435604,-1.7998192525204137,1,1,-0.979028139771769,1,3,-1.2519325032385995,1,2011,2011.1
5.25227342804663,56.0,2,2011-01-05,0,0,0.7887019919435182,-1.2814811860135134,1,1,-1.3881734014357647,1,3,-0.200795483278788,1,2011,2011.1
5.135798437050262,56.0,2,2011-01-05,0,0,0.9333317551434761,-1.2814811860135134,1,1,-1.3491269998671767,1,3,-0.8018767102098295,1,2011,2011.1
4.890349128221754,56.0,2,2011-01-05,0,0,1.077961518343434,-1.2814811860135134,1,1,-1.3098220128577365,1,3,-1.1019139055623428,1,2011,2011.1
4.499809670330265,56.0,2,2011-01-05,0,0,1.2225912815433917,-0.8149769261573029,1,1,-1.4462037667457346,1,3,-0.500832678631301,1,2011,2011.1
3.784189633918261,56.0,2,2011-01-05,0,0,1.3672210447433497,-0.6076416995545424,1,1,-1.5825855206337336,1,3,-0.200795483278788,1,2011,2011.1
3.7612001156935624,56.0,2,2011-01-05,0,0,1.5118508079433075,-0.40030647295178196,1,1,-1.640615885943704,1,3,-0.8018767102098295,1,2011,2011.1
2.995732273553991,56.0,2,2011-01-05,0,0,1.6564805711432653,-0.8149769261573029,1,1,-1.4258827434776766,1,3,-0.24008619666704767,1,2011,2011.1
2.4849066497880004,56.0,3,2011-01-06,0,0,-1.670003982455765,-0.40030647295178196,1,1,-1.5232180957970867,1,4,-0.24008619666704767,1,2011,2011.1
1.6094379124341003,56.0,3,2011-01-06,0,0,-1.5253742192558073,0.06619778690442844,1,1,-1.6202948626756455,1,4,-0.24008619666704767,1,2011,2011.1
1.0986122886681098,56.0,3,2011-01-06,0,0,-1.3807444560558495,0.06619778690442844,1,1,-1.6202948626756455,1,4,-0.24008619666704767,1,2011,2011.1
0.6931471805599453,56.0,3,2011-01-06,0,0,-1.0914849296559337,0.06619778690442844,1,1,-1.6986462512536742,2,4,-1.2519325032385995,1,2011,2011.1
1.6094379124341003,56.0,3,2011-01-06,0,0,-0.9468551664559759,0.32536682015787843,1,1,-1.7959816035730842,2,4,-1.2519325032385995,1,2011,2011.1
3.6109179126442243,56.0,3,2011-01-06,0,0,-0.8022254032560181,0.014363980253738333,1,1,-1.8350280051416725,2,4,-1.1019139055623428,1,2011,2011.1
4.564348191467836,56.0,3,2011-01-06,0,0,-0.6575956400560602,-0.1929712463490221,1,1,-1.6202948626756455,2,4,-0.24008619666704767,1,2011,2011.1
5.393627546352362,56.0,3,2011-01-06,0,0,-0.5129658768561024,-0.1929712463490221,1,1,-1.6202948626756455,1,4,-0.24008619666704767,1,2011,2011.1
4.812184355372417,56.0,3,2011-01-06,0,0,-0.3683361136561445,-0.6076416995545424,1,1,-1.5232180957970867,2,4,-0.24008619666704767,1,2011,2011.1
3.828641396489095,56.0,3,2011-01-06,0,0,-0.22370635045618667,-0.8149769261573029,1,1,-1.4258827434776766,1,4,-0.24008619666704767,1,2011,2011.1
4.0943445622221,56.0,3,2011-01-06,0,0,-0.07907658725622882,-0.9704783461093729,1,1,-1.3678523781677066,1,4,-1.2519325032385995,1,2011,2011.1
4.442651256490317,56.0,3,2011-01-06,0,0,0.06555317594372903,-1.4369826059655837,1,1,-1.1734402589697377,1,4,-0.24008619666704767,1,2011,2011.1
4.219507705176107,56.0,3,2011-01-06,0,0,0.21018293914368688,-1.4369826059655837,1,1,-1.2127452459791777,1,4,-1.1019139055623428,1,2011,2011.1
4.2626798770413155,56.0,3,2011-01-06,0,0,0.3548127023436447,-1.3851487993148934,1,1,-1.1547148806692076,1,4,-0.500832678631301,1,2011,2011.1
4.143134726391533,56.0,3,2011-01-06,0,0,0.49944246554360255,-1.3851487993148934,1,1,-1.1547148806692076,1,4,-0.24008619666704767,1,2011,2011.1
4.465908118654584,56.0,3,2011-01-06,0,0,0.6440722287435604,-1.2814811860135134,1,1,-1.251791647547766,1,4,-0.500832678631301,1,2011,2011.1
5.153291594497779,56.0,3,2011-01-06,0,0,0.7887019919435182,-0.6076416995545424,1,1,-1.4462037667457346,1,4,-0.500832678631301,1,2011,2011.1
5.099866427824199,56.0,3,2011-01-06,0,0,0.9333317551434761,-0.6076416995545424,1,1,-1.4462037667457346,1,4,-0.8018767102098295,1,2011,2011.1
4.727387818712341,56.0,3,2011-01-06,0,0,1.077961518343434,-0.40030647295178196,1,1,-1.3678523781677066,1,4,-1.2519325032385995,1,2011,2011.1
4.248495242049359,56.0,3,2011-01-06,0,0,1.2225912815433917,-0.6076416995545424,1,1,-1.543539119065145,1,4,-0.500832678631301,1,2011,2011.1
3.8918202981106265,56.0,3,2011-01-06,0,0,1.3672210447433497,-0.40030647295178196,1,1,-1.4855087537551745,2,4,0.10024854829974054,1,2011,2011.1
3.970291913552122,56.0,3,2011-01-06,0,0,1.5118508079433075,-0.6076416995545424,1,1,-1.4855087537551745,2,4,0.7013297752307827,1,2011,2011.1
3.1780538303479458,56.0,3,2011-01-06,0,0,1.6564805711432653,-0.1929712463490221,1,1,-1.5825855206337336,2,4,-0.200795483278788,1,2011,2011.1
2.8903717578961645,56.0,4,2011-01-07,0,0,-1.670003982455765,0.06619778690442844,1,1,-1.5825855206337336,2,5,-0.200795483278788,1,2011,2011.1
2.0794415416798357,56.0,4,2011-01-07,0,0,-1.5253742192558073,0.32536682015787843,1,1,-1.5825855206337336,2,5,0.10024854829974054,1,2011,2011.1
0.6931471805599453,56.0,4,2011-01-07,0,0,-1.3807444560558495,0.32536682015787843,1,1,-1.5825855206337336,2,5,0.10024854829974054,1,2011,2011.1
0.6931471805599453,56.0,4,2011-01-07,0,0,-1.0914849296559337,0.32536682015787843,1,1,-1.543539119065145,2,5,-0.8018767102098295,1,2011,2011.1
1.791759469228055,56.0,4,2011-01-07,0,0,-0.9468551664559759,-0.40030647295178196,1,1,-1.3288059765991176,3,5,-0.24008619666704767,1,2011,2011.1
3.5553480614894135,56.0,4,2011-01-07,0,0,-0.8022254032560181,0.32536682015787843,1,1,-1.4258827434776766,2,5,-0.24008619666704767,1,2011,2011.1
4.442651256490317,56.0,4,2011-01-07,0,0,-0.6575956400560602,0.32536682015787843,1,1,-1.543539119065145,1,5,-0.8018767102098295,1,2011,2011.1
5.351858133476067,56.0,4,2011-01-07,0,0,-0.5129658768561024,-0.6076416995545424,1,1,-1.5825855206337336,1,5,0.4002857436522538,1,2011,2011.1
4.90527477843843,56.0,4,2011-01-07,0,0,-0.3683361136561445,-0.8149769261573029,1,1,-1.621890507643174,1,5,0.8513483729070389,1,2011,2011.1
4.1588830833596715,56.0,4,2011-01-07,0,0,-0.22370635045618667,-1.3333149926642034,1,1,-1.5245551553237633,1,5,1.1523924044855678,1,2011,2011.1
4.219507705176107,56.0,4,2011-01-07,0,0,-0.07907658725622882,-1.177813572712133,1,1,-1.5825855206337336,2,5,0.10024854829974054,1,2011,2011.1
4.0943445622221,56.0,4,2011-01-07,0,0,0.06555317594372903,-1.3333149926642034,1,1,-1.5825855206337336,2,5,0.4002857436522538,1,2011,2011.1
4.30406509320417,56.0,4,2011-01-07,0,0,0.21018293914368688,-1.3333149926642034,1,1,-1.621890507643174,2,5,0.7013297752307827,1,2011,2011.1
3.9318256327243257,56.0,4,2011-01-07,0,0,0.3548127023436447,-1.177813572712133,1,1,-1.5825855206337336,2,5,0.4002857436522538,1,2011,2011.1
4.290459441148391,56.0,4,2011-01-07,0,0,0.49944246554360255,-1.3333149926642034,1,1,-1.543539119065145,2,5,-0.500832678631301,1,2011,2011.1
4.477336814478207,56.0,4,2011-01-07,0,0,0.6440722287435604,-1.3333149926642034,1,1,-1.543539119065145,2,5,-0.500832678631301,1,2011,2011.1
5.236441962829949,56.0,4,2011-01-07,0,0,0.7887019919435182,-1.3333149926642034,1,1,-1.4258827434776766,2,5,-0.24008619666704767,1,2011,2011.1
4.820281565605037,56.0,4,2011-01-07,0,0,0.9333317551434761,-1.177813572712133,1,1,-1.5042341320557047,1,5,-1.2519325032385995,1,2011,2011.1
4.564348191467836,56.0,4,2011-01-07,0,0,1.077961518343434,-0.40030647295178196,1,1,-1.6986462512536742,1,5,-1.2519325032385995,1,2011,2011.1
3.9512437185814275,56.0,4,2011-01-07,0,0,1.2225912815433917,-0.8149769261573029,1,1,-1.6015694843751156,1,5,-1.1019139055623428,1,2011,2011.1
3.6888794541139363,56.0,4,2011-01-07,0,0,1.3672210447433497,-0.8149769261573029,1,1,-1.640615885943704,1,5,-0.8018767102098295,1,2011,2011.1
3.6109179126442243,56.0,4,2011-01-07,0,0,1.5118508079433075,-1.022312152760063,1,1,-1.640615885943704,2,5,-0.500832678631301,1,2011,2011.1
2.772588722239781,56.0,4,2011-01-07,0,0,1.6564805711432653,-0.6076416995545424,1,1,-1.640615885943704,2,5,-0.500832678631301,1,2011,2011.1
3.258096538021482,56.0,5,2011-01-08,0,0,-1.670003982455765,-0.6076416995545424,1,1,-1.640615885943704,2,6,-0.500832678631301,0,2011,2011.1
2.833213344056216,56.0,5,2011-01-08,0,0,-1.5253742192558073,-0.40030647295178196,1,1,-1.6015694843751156,2,6,-1.2519325032385995,0,2011,2011.1
2.833213344056216,56.0,5,2011-01-08,0,0,-1.3807444560558495,-0.40030647295178196,1,1,-1.5232180957970867,2,6,-0.24008619666704767,0,2011,2011.1
2.0794415416798357,56.0,5,2011-01-08,0,0,-1.2361146928558915,-0.40030647295178196,1,1,-1.640615885943704,3,6,-0.500832678631301,0,2011,2011.1
0.6931471805599453,56.0,5,2011-01-08,0,0,-1.0914849296559337,-0.40030647295178196,1,1,-1.640615885943704,3,6,-0.500832678631301,0,2011,2011.1
1.791759469228055,56.0,5,2011-01-08,0,0,-0.9468551664559759,0.584535853411329,1,1,-1.7769976398317024,2,6,-0.500832678631301,0,2011,2011.1
1.0986122886681098,56.0,5,2011-01-08,0,0,-0.8022254032560181,0.584535853411329,1,1,-1.7769976398317024,2,6,-0.500832678631301,0,2011,2011.1
2.302585092994046,56.0,5,2011-01-08,0,0,-0.6575956400560602,0.584535853411329,1,1,-1.7379512382631142,2,6,-1.1019139055623428,0,2011,2011.1
2.772588722239781,56.0,5,2011-01-08,0,0,-0.5129658768561024,1.5693781797744404,1,1,-1.7379512382631142,3,6,-1.1019139055623428,0,2011,2011.1
