cnt,dteday,holiday_0,holiday_1,hr,hum,mnth_1,mnth_10,mnth_11,mnth_12,mnth_2,mnth_3,mnth_4,mnth_5,mnth_6,mnth_7,mnth_8,mnth_9,season_1,season_2,season_3,season_4,temp_PCA,weathersit_1,weathersit_2,weathersit_3,weathersit_4,weekday,windspeed,workingday_0,workingday_1
44,2011-01-03,1,0,-0.22370635045618667,-1.022312152760063,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1.7189672745217324,1,0,0,0,1,0.4002857436522538,0,1
51,2011-01-03,1,0,-0.07907658725622882,-1.177813572712133,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1.6218905076431733,1,0,0,0,1,1.1523924044855678,0,1
61,2011-01-03,1,0,0.06555317594372903,-1.4369826059655837,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1.4855087537551752,1,0,0,0,1,0.8513483729070389,0,1
61,2011-01-03,1,0,0.21018293914368688,-1.4369826059655837,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1.4274783884452047,1,0,0,0,1,0.7013297752307827,0,1
77,2011-01-03,1,0,0.3548127023436447,-1.696151639219034,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1.291096634557206,1,0,0,0,1,0.7013297752307827,0,1
72,2011-01-03,1,0,0.49944246554360255,-1.696151639219034,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1.291096634557206,1,0,0,0,1,0.4002857436522538,0,1
76,2011-01-03,1,0,0.6440722287435604,-1.696151639219034,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1.291096634557206,1,0,0,0,1,0.4002857436522538,0,1
157,2011-01-03,1,0,0.7887019919435182,-1.696151639219034,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1.3881734014357645,1,0,0,0,1,0.10024854829974054,0,1
157,2011-01-03,1,0,0.9333317551434761,-1.5924840259176536,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1.3098220128577365,1,0,0,0,1,-1.1019139055623428,0,1
110,2011-01-03,1,0,1.077961518343434,-0.8149769261573029,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1.4258827434776766,1,0,0,0,1,-0.24008619666704767,0,1
52,2011-01-03,1,0,1.2225912815433917,-0.8149769261573029,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1.504234132055705,1,0,0,0,1,-1.1019139055623428,0,1
52,2011-01-03,1,0,1.3672210447433497,0.06619778690442844,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1.6406158859437039,1,0,0,0,1,-0.8018767102098295,0,1
20,2011-01-03,1,0,1.5118508079433075,0.32536682015787843,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1.8743329921511127,1,0,0,0,1,-0.8018767102098295,0,1
12,2011-01-03,1,0,1.6564805711432653,-0.40030647295178196,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1.6015694843751154,1,0,0,0,1,-1.1019139055623428,0,1
5,2011-01-04,1,0,-1.670003982455765,-0.40030647295178196,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1.737951238263114,1,0,0,0,2,-1.1019139055623428,0,1
2,2011-01-04,1,0,-1.5253742192558073,-0.1929712463490221,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1.737951238263114,1,0,0,0,2,-1.1019139055623428,0,1
1,2011-01-04,1,0,-1.3807444560558495,0.014363980253738333,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1.8743329921511127,1,0,0,0,2,-0.8018767102098295,0,1
2,2011-01-04,1,0,-1.0914849296559337,0.014363980253738333,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1.7959816035730845,1,0,0,0,2,-1.2519325032385995,0,1
4,2011-01-04,1,0,-0.9468551664559759,0.2735330135071889,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1.932363357461083,1,0,0,0,2,-1.1019139055623428,0,1
36,2011-01-04,1,0,-0.8022254032560181,0.584535853411329,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1.932363357461083,1,0,0,0,2,-1.1019139055623428,0,1
94,2011-01-04,1,0,-0.6575956400560602,0.584535853411329,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1.932363357461083,1,0,0,0,2,-0.8018767102098295,0,1
179,2011-01-04,1,0,-0.5129658768561024,0.32536682015787843,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1.8743329921511127,1,0,0,0,2,-0.500832678631301,0,1
100,2011-01-04,1,0,-0.3683361136561445,0.06619778690442844,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1.8163026268411424,1,0,0,0,2,0.10024854829974054,0,1
42,2011-01-04,1,0,-0.22370635045618667,0.32536682015787843,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1.855349028409731,0,1,0,0,2,1.1523924044855678,0,1
57,2011-01-04,1,0,-0.07907658725622882,-0.6076416995545424,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1.4855087537551752,1,0,0,0,2,0.8513483729070389,0,1
78,2011-01-04,1,0,0.06555317594372903,-0.6076416995545424,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1.446203766745735,1,0,0,0,2,-0.500832678631301,0,1
97,2011-01-04,1,0,0.21018293914368688,-0.34847266630109186,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1.3881734014357645,1,0,0,0,2,-0.200795483278788,0,1
63,2011-01-04,1,0,0.3548127023436447,-0.5558078929038524,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1.251791647547766,1,0,0,0,2,0.10024854829974054,0,1
65,2011-01-04,1,0,0.49944246554360255,-0.5558078929038524,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1.1547148806692074,1,0,0,0,2,0.4002857436522538,0,1
83,2011-01-04,1,0,0.6440722287435604,-0.7113093128559226,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1.0573795283497975,1,0,0,0,2,0.4002857436522538,0,1
212,2011-01-04,1,0,0.7887019919435182,-0.7631431195066127,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1.1547148806692074,1,0,0,0,2,0.10024854829974054,0,1
182,2011-01-04,1,0,0.9333317551434761,-0.7631431195066127,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1.251791647547766,1,0,0,0,2,-0.200795483278788,0,1
112,2011-01-04,1,0,1.077961518343434,-0.7631431195066127,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1.3098220128577365,1,0,0,0,2,-1.1019139055623428,0,1
54,2011-01-04,1,0,1.2225912815433917,-0.7631431195066127,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1.3098220128577365,1,0,0,0,2,-1.1019139055623428,0,1
48,2011-01-04,1,0,1.3672210447433497,0.06619778690442844,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1.328805976599118,1,0,0,0,2,-0.24008619666704767,0,1
35,2011-01-04,1,0,1.5118508079433075,0.06619778690442844,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1.3678523781677066,1,0,0,0,2,-1.2519325032385995,0,1
11,2011-01-04,1,0,1.6564805711432653,0.32536682015787843,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1.504234132055705,1,0,0,0,2,-1.2519325032385995,0,1
6,2011-01-05,1,0,-1.670003982455765,0.06619778690442844,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1.4258827434776766,1,0,0,0,3,-0.24008619666704767,0,1
6,2011-01-05,1,0,-1.5253742192558073,0.584535853411329,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1.6986462512536742,1,0,0,0,3,-1.2519325032385995,0,1
2,2011-01-05,1,0,-1.3807444560558495,0.584535853411329,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1.6986462512536742,1,0,0,0,3,-1.2519325032385995,0,1
2,2011-01-05,1,0,-1.0914849296559337,-0.7631431195066127,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1.3881734014357645,1,0,0,0,3,0.10024854829974054,0,1
3,2011-01-05,1,0,-0.9468551664559759,-0.8149769261573029,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1.446203766745735,1,0,0,0,3,-0.500832678631301,0,1
33,2011-01-05,1,0,-0.8022254032560181,-0.8149769261573029,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1.5825855206337336,1,0,0,0,3,0.10024854829974054,0,1
88,2011-01-05,1,0,-0.6575956400560602,-1.022312152760063,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1.6799208729531439,1,0,0,0,3,-0.200795483278788,0,1
195,2011-01-05,1,0,-0.5129658768561024,-1.177813572712133,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1.6218905076431733,1,0,0,0,3,0.8513483729070389,0,1
115,2011-01-05,1,0,-0.3683361136561445,-1.3333149926642034,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1.5245551553237635,1,0,0,0,3,1.1523924044855678,0,1
57,2011-01-05,1,0,-0.22370635045618667,-1.3333149926642034,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1.5245551553237635,1,0,0,0,3,1.1523924044855678,0,1
46,2011-01-05,1,0,-0.07907658725622882,-1.5406502192669635,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1.3301430361257942,1,0,0,0,3,1.1523924044855678,0,1
79,2011-01-05,1,0,0.06555317594372903,-1.5406502192669635,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1.3301430361257942,1,0,0,0,3,1.1523924044855678,0,1
71,2011-01-05,1,0,0.21018293914368688,-1.696151639219034,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1.1937612822377959,1,0,0,0,3,0.8513483729070389,0,1
62,2011-01-05,1,0,0.3548127023436447,-1.7998192525204137,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1.0573795283497975,1,0,0,0,3,-0.200795483278788,0,1
62,2011-01-05,1,0,0.49944246554360255,-1.7998192525204137,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1.0573795283497975,1,0,0,0,3,-0.200795483278788,0,1
89,2011-01-05,1,0,0.6440722287435604,-1.7998192525204137,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.979028139771769,1,0,0,0,3,-1.2519325032385995,0,1
190,2011-01-05,1,0,0.7887019919435182,-1.2814811860135134,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1.3881734014357645,1,0,0,0,3,-0.200795483278788,0,1
169,2011-01-05,1,0,0.9333317551434761,-1.2814811860135134,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1.3491269998671762,1,0,0,0,3,-0.8018767102098295,0,1
132,2011-01-05,1,0,1.077961518343434,-1.2814811860135134,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1.3098220128577365,1,0,0,0,3,-1.1019139055623428,0,1
89,2011-01-05,1,0,1.2225912815433917,-0.8149769261573029,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1.446203766745735,1,0,0,0,3,-0.500832678631301,0,1
43,2011-01-05,1,0,1.3672210447433497,-0.6076416995545424,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1.5825855206337336,1,0,0,0,3,-0.200795483278788,0,1
42,2011-01-05,1,0,1.5118508079433075,-0.40030647295178196,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1.6406158859437039,1,0,0,0,3,-0.8018767102098295,0,1
19,2011-01-05,1,0,1.6564805711432653,-0.8149769261573029,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1.4258827434776766,1,0,0,0,3,-0.24008619666704767,0,1
11,2011-01-06,1,0,-1.670003982455765,-0.40030647295178196,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1.5232180957970871,1,0,0,0,4,-0.24008619666704767,0,1
4,2011-01-06,1,0,-1.5253742192558073,0.06619778690442844,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1.620294862675646,1,0,0,0,4,-0.24008619666704767,0,1
2,2011-01-06,1,0,-1.3807444560558495,0.06619778690442844,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1.620294862675646,1,0,0,0,4,-0.24008619666704767,0,1
1,2011-01-06,1,0,-1.0914849296559337,0.06619778690442844,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1.6986462512536742,0,1,0,0,4,-1.2519325032385995,0,1
4,2011-01-06,1,0,-0.9468551664559759,0.32536682015787843,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1.7959816035730845,0,1,0,0,4,-1.2519325032385995,0,1
36,2011-01-06,1,0,-0.8022254032560181,0.014363980253738333,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1.8350280051416725,0,1,0,0,4,-1.1019139055623428,0,1
95,2011-01-06,1,0,-0.6575956400560602,-0.1929712463490221,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1.620294862675646,0,1,0,0,4,-0.24008619666704767,0,1
219,2011-01-06,1,0,-0.5129658768561024,-0.1929712463490221,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1.620294862675646,1,0,0,0,4,-0.24008619666704767,0,1
122,2011-01-06,1,0,-0.3683361136561445,-0.6076416995545424,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1.5232180957970871,0,1,0,0,4,-0.24008619666704767,0,1
45,2011-01-06,1,0,-0.22370635045618667,-0.8149769261573029,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1.4258827434776766,1,0,0,0,4,-0.24008619666704767,0,1
59,2011-01-06,1,0,-0.07907658725622882,-0.9704783461093729,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1.3678523781677066,1,0,0,0,4,-1.2519325032385995,0,1
84,2011-01-06,1,0,0.06555317594372903,-1.4369826059655837,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1.1734402589697375,1,0,0,0,4,-0.24008619666704767,0,1
67,2011-01-06,1,0,0.21018293914368688,-1.4369826059655837,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1.2127452459791777,1,0,0,0,4,-1.1019139055623428,0,1
70,2011-01-06,1,0,0.3548127023436447,-1.3851487993148934,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1.1547148806692074,1,0,0,0,4,-0.500832678631301,0,1
62,2011-01-06,1,0,0.49944246554360255,-1.3851487993148934,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1.1547148806692074,1,0,0,0,4,-0.24008619666704767,0,1
86,2011-01-06,1,0,0.6440722287435604,-1.2814811860135134,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1.251791647547766,1,0,0,0,4,-0.500832678631301,0,1
172,2011-01-06,1,0,0.7887019919435182,-0.6076416995545424,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1.446203766745735,1,0,0,0,4,-0.500832678631301,0,1
163,2011-01-06,1,0,0.9333317551434761,-0.6076416995545424,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1.446203766745735,1,0,0,0,4,-0.8018767102098295,0,1
112,2011-01-06,1,0,1.077961518343434,-0.40030647295178196,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1.3678523781677066,1,0,0,0,4,-1.2519325032385995,0,1
69,2011-01-06,1,0,1.2225912815433917,-0.6076416995545424,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1.5435391190651453,1,0,0,0,4,-0.500832678631301,0,1
48,2011-01-06,1,0,1.3672210447433497,-0.40030647295178196,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1.4855087537551752,0,1,0,0,4,0.10024854829974054,0,1
52,2011-01-06,1,0,1.5118508079433075,-0.6076416995545424,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1.4855087537551752,0,1,0,0,4,0.7013297752307827,0,1
23,2011-01-06,1,0,1.6564805711432653,-0.1929712463490221,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1.5825855206337336,0,1,0,0,4,-0.200795483278788,0,1
17,2011-01-07,1,0,-1.670003982455765,0.06619778690442844,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1.5825855206337336,0,1,0,0,5,-0.200795483278788,0,1
7,2011-01-07,1,0,-1.5253742192558073,0.32536682015787843,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1.5825855206337336,0,1,0,0,5,0.10024854829974054,0,1
1,2011-01-07,1,0,-1.3807444560558495,0.32536682015787843,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1.5825855206337336,0,1,0,0,5,0.10024854829974054,0,1
