0,1,2,3,4,5,6,7,8,9,target
0.0,-0.8022254032560181,-0.7631431195066127,1.0,1.0,-2.418264362735578,1.0,1.0,-1.2519325032385995,1.0,2.772588722239781
0.0,0.21018293914368688,-0.34847266630109186,5.0,2.0,0.6749412256580685,3.0,5.0,0.7013297752307827,1.0,5.4510384535657
0.0,-1.3807444560558495,-0.5039740862531622,2.0,1.0,-0.8629674091518282,2.0,4.0,0.10024854829974053,1.0,1.9459101490553128
0.0,-0.22370635045618667,0.32536682015787843,2.0,1.0,-1.9133793937197012,1.0,5.0,-0.200795483278788,1.0,3.80666248977032
0.0,-0.8022254032560181,1.051040113267539,10.0,4.0,0.4211616816234529,3.0,2.0,-1.1019139055623428,1.0,5.1929568508902095
0.0,-0.3683361136561445,0.9992063066168492,4.0,2.0,-0.4538221474878325,3.0,0.0,0.4002857436522538,0.0,4.382026634673881
0.0,0.06555317594372903,1.31020914652099,10.0,4.0,0.5762688138119817,2.0,4.0,-0.2400861966670477,1.0,4.663439094112067
0.0,1.2225912815433917,-0.7113093128559226,1.0,1.0,-0.9399817382031804,1.0,4.0,-0.2400861966670477,1.0,5.181783550292085
0.0,-1.3807444560558495,0.9992063066168492,3.0,1.0,-0.16233326141130494,2.0,0.0,-1.1019139055623428,0.0,4.043051267834549
0.0,1.6564805711432653,-0.400306472951782,9.0,4.0,0.129414210106074,1.0,5.0,1.1523924044855678,1.0,4.890349128221754
0.0,-0.07907658725622882,-0.8149769261573029,5.0,2.0,1.8994443061558517,1.0,2.0,-0.2400861966670477,1.0,4.672828834461906
0.0,1.2225912815433917,-1.022312152760063,8.0,3.0,1.5296040315012958,1.0,2.0,-0.200795483278788,1.0,5.680172609017067
1.0,-0.8022254032560181,1.6212119864251298,9.0,3.0,0.7706809330099507,1.0,1.0,-0.2400861966670477,0.0,2.772588722239781
0.0,0.6440722287435604,-0.34847266630109186,10.0,4.0,0.4211616816234529,1.0,2.0,1.1523924044855678,1.0,5.736572297479192
0.0,1.2225912815433917,-0.4521402796024721,12.0,1.0,-0.3567453806092738,1.0,6.0,0.10024854829974053,0.0,4.276666119016055
0.0,-0.07907658725622882,-0.7113093128559226,5.0,2.0,0.4211616816234529,1.0,0.0,-1.2519325032385995,0.0,5.831882477283517
0.0,1.0779615183434341,-0.6594755062052325,3.0,1.0,-0.7658906422732701,1.0,0.0,1.452429599838081,0.0,4.624972813284272
0.0,1.0779615183434341,1.2583753398703,3.0,1.0,-0.7265856552638298,3.0,5.0,-0.200795483278788,1.0,5.1647859739235145
0.0,-0.3683361136561445,-0.6076416995545424,2.0,1.0,-1.6015694843751151,1.0,3.0,-1.2519325032385995,1.0,4.941642422609304
0.0,-1.5253742192558073,-0.037469826396951775,7.0,3.0,1.2378565599839166,1.0,0.0,-1.2519325032385995,0.0,4.382026634673881
0.0,0.933331755143476,0.16986540020580868,7.0,3.0,1.7253532102259412,1.0,2.0,-0.8018767102098295,1.0,6.274762021241939
0.0,0.21018293914368688,0.5327020467606388,5.0,2.0,0.7519555547094204,3.0,2.0,-0.200795483278788,1.0,5.48063892334199
0.0,1.5118508079433075,0.7400372733633993,10.0,4.0,-0.06499790909189486,2.0,2.0,-1.2519325032385995,1.0,5.093750200806762
0.0,0.7887019919435182,-0.6076416995545424,10.0,4.0,-0.16233326141130494,2.0,5.0,0.4002857436522538,1.0,6.2633982625916245
0.0,-1.5253742192558073,-3.251165838739736,3.0,1.0,-0.8629674091518282,3.0,4.0,0.4002857436522538,1.0,1.0986122886681098
0.0,-1.670003982455765,1.051040113267539,9.0,4.0,0.129414210106074,1.0,5.0,-1.1019139055623428,1.0,4.110873864173311
0.0,-0.946855166455976,0.7400372733633993,10.0,4.0,-0.2594100282898636,1.0,2.0,-1.2519325032385995,1.0,3.9318256327243257
0.0,-0.946855166455976,0.5327020467606388,9.0,3.0,0.3238263293040429,1.0,4.0,-1.2519325032385995,1.0,3.1780538303479458
0.0,-1.2361146928558917,0.7918710800140895,8.0,3.0,0.6546202023900103,1.0,3.0,-0.2400861966670477,1.0,2.079441541679836
1.0,0.933331755143476,-1.6443178325683436,4.0,2.0,1.4512526429232675,1.0,1.0,1.7534736314166093,0.0,6.517671272912276
0.0,0.7887019919435182,-1.4888164126162735,5.0,2.0,0.849032321587979,1.0,5.0,-0.8018767102098295,1.0,6.700731109547809
0.0,1.6564805711432653,0.16986540020580868,11.0,4.0,-0.7846160205738001,1.0,1.0,-1.1019139055623428,1.0,4.31748811353631
0.0,0.6440722287435604,-0.9186445394586829,12.0,4.0,-0.9603027614712384,2.0,5.0,0.10024854829974053,1.0,5.416100402204419
0.0,-0.6575956400560602,0.9992063066168492,5.0,2.0,-0.16233326141130494,2.0,0.0,-0.2400861966670477,0.0,3.1780538303479458
0.0,0.7887019919435182,1.5693781797744404,4.0,2.0,-0.9603027614712384,3.0,5.0,0.4002857436522538,1.0,5.003946305945459
1.0,0.06555317594372903,-0.2966388596504023,4.0,2.0,0.9463676739073894,1.0,1.0,0.4002857436522538,0.0,5.605802066295998
0.0,-1.5253742192558073,1.051040113267539,8.0,3.0,0.9463676739073894,1.0,5.0,-0.500832678631301,1.0,3.49650756146648
0.0,-0.5129658768561024,0.2735330135071889,11.0,4.0,0.2267495624254843,2.0,2.0,-1.1019139055623428,1.0,6.175867270105761
0.0,-1.670003982455765,-0.5558078929038524,1.0,1.0,-1.1547148806692076,1.0,2.0,0.4002857436522538,1.0,2.772588722239781
0.0,1.2225912815433917,-0.34847266630109186,12.0,4.0,-0.9790281397717691,1.0,1.0,-1.2519325032385995,1.0,5.111987788356544
0.0,0.06555317594372903,-1.022312152760063,1.0,1.0,-0.5511574998072427,1.0,0.0,0.10024854829974053,0.0,5.863631175598098
0.0,1.0779615183434341,-0.08930363304764187,12.0,1.0,-0.7455696190052116,1.0,0.0,-0.2400861966670477,0.0,4.634728988229637
0.0,-0.5129658768561024,-0.4521402796024721,1.0,1.0,-1.9323633574610828,1.0,4.0,-1.1019139055623428,1.0,6.049733455231958
0.0,0.21018293914368688,1.9322148263292709,12.0,1.0,-1.4651877304871168,3.0,6.0,-0.2400861966670477,0.0,4.442651256490317
0.0,1.0779615183434341,-0.037469826396951775,6.0,2.0,1.1798261946739466,1.0,0.0,-0.8018767102098295,0.0,5.7430031878094825
0.0,-0.6575956400560602,-0.6076416995545424,8.0,3.0,1.198810158415328,2.0,3.0,0.10024854829974053,1.0,5.605802066295998
0.0,0.933331755143476,0.4290344334592586,11.0,4.0,-0.3567453806092738,1.0,3.0,-0.500832678631301,1.0,6.173786103901937
0.0,1.2225912815433917,-3.251165838739736,3.0,1.0,-0.7658906422732701,3.0,4.0,1.1523924044855678,1.0,3.6635616461296463
0.0,-0.8022254032560181,0.06619778690442844,6.0,3.0,0.6358948240894798,1.0,4.0,0.4002857436522538,1.0,4.820281565605037
0.0,-1.0914849296559337,0.7918710800140895,8.0,3.0,0.8099859200193905,1.0,4.0,1.7534736314166093,1.0,2.079441541679836
0.0,1.0779615183434341,-0.08930363304764187,11.0,4.0,-0.8239210075832397,2.0,4.0,-0.8018767102098295,1.0,5.958424693029783
0.0,-0.946855166455976,0.9473724999661596,3.0,1.0,-1.3491269998671769,2.0,3.0,-0.8018767102098295,1.0,2.19722457733622
0.0,-0.946855166455976,1.36204295317168,8.0,3.0,0.9463676739073894,2.0,4.0,-0.2400861966670477,1.0,3.0445224377234235
0.0,-0.5129658768561024,0.7400372733633993,6.0,2.0,0.129414210106074,1.0,4.0,-0.2400861966670477,1.0,6.525029657843463
0.0,-0.5129658768561024,0.6363696600620191,1.0,1.0,-1.3098220128577365,1.0,6.0,-1.1019139055623428,0.0,4.174387269895637
0.0,-0.946855166455976,-0.8149769261573029,4.0,2.0,-0.16233326141130494,1.0,5.0,-0.8018767102098295,1.0,3.258096538021482
0.0,-1.2361146928558917,-0.8668107328079927,2.0,1.0,-2.2644942900737273,2.0,0.0,4.758879766071819,0.0,2.7080502011022096
0.0,0.6440722287435604,-1.1259797660614432,4.0,2.0,0.7329715909680388,1.0,4.0,-1.1019139055623428,1.0,5.961005339623274
0.0,0.06555317594372903,-0.8668107328079927,2.0,1.0,-0.5511574998072427,1.0,3.0,1.7534736314166093,1.0,5.0998664278242
0.0,-0.8022254032560181,1.2583753398703,3.0,2.0,-0.7265856552638298,2.0,6.0,-0.500832678631301,0.0,3.1780538303479458
0.0,-0.5129658768561024,1.31020914652099,5.0,2.0,0.032078857786663806,2.0,0.0,-0.8018767102098295,0.0,4.74493212836325
0.0,-1.2361146928558917,0.8437048866647795,8.0,3.0,1.082749427795388,1.0,1.0,-0.500832678631301,1.0,1.6094379124341005
0.0,-1.3807444560558495,1.5693781797744404,2.0,1.0,-1.2127452459791774,2.0,2.0,-1.1019139055623428,1.0,1.0986122886681098
0.0,-1.0914849296559337,-0.1929712463490221,6.0,2.0,0.129414210106074,1.0,6.0,-1.2519325032385995,0.0,2.772588722239781
0.0,0.933331755143476,-0.9704783461093728,11.0,4.0,-0.16233326141130494,2.0,5.0,-0.2400861966670477,1.0,5.342334251964812
0.0,-0.8022254032560181,-0.6594755062052325,1.0,1.0,-1.9917307822977293,1.0,1.0,1.7534736314166093,1.0,3.4339872044851463
0.0,0.21018293914368688,-0.6076416995545424,9.0,3.0,1.198810158415328,1.0,2.0,0.7013297752307827,1.0,5.220355825078324
0.0,-0.8022254032560181,1.31020914652099,9.0,3.0,0.2267495624254843,2.0,2.0,-0.200795483278788,1.0,4.74493212836325
0.0,0.7887019919435182,0.8955386933154696,1.0,1.0,-1.6218905076431736,2.0,6.0,1.7534736314166093,0.0,4.672828834461906
0.0,-1.0914849296559337,-0.5039740862531622,8.0,3.0,0.7329715909680388,1.0,5.0,-0.8018767102098295,1.0,1.791759469228055
0.0,-0.3683361136561445,1.31020914652099,4.0,2.0,0.5762688138119817,3.0,4.0,1.1523924044855678,1.0,5.214935757608987
0.0,-0.946855166455976,-0.6594755062052325,1.0,1.0,-1.9526843807291407,1.0,4.0,0.8513483729070389,1.0,1.3862943611198906
0.0,-0.07907658725622882,-0.141137439698332,5.0,2.0,0.4211616816234529,1.0,4.0,0.10024854829974053,1.0,5.1929568508902095
0.0,1.0779615183434341,0.06619778690442844,5.0,2.0,0.3238263293040429,1.0,0.0,-0.2400861966670477,0.0,5.48063892334199
0.0,-1.2361146928558917,1.1028739199182296,8.0,3.0,1.082749427795388,1.0,2.0,-0.2400861966670477,1.0,1.9459101490553128
0.0,-1.5253742192558073,-0.34847266630109186,6.0,2.0,0.6749412256580685,1.0,4.0,0.10024854829974053,1.0,3.0910424533583165
0.0,-1.2361146928558917,1.9322148263292709,9.0,4.0,0.3615356713459546,2.0,5.0,-0.2400861966670477,1.0,2.19722457733622
0.0,-0.22370635045618667,0.6882034667127092,3.0,2.0,-0.4538221474878325,2.0,6.0,-0.8018767102098295,0.0,5.749392985908253
0.0,0.06555317594372903,-1.4888164126162735,1.0,1.0,-1.6218905076431736,2.0,5.0,1.1523924044855678,1.0,4.8283137373023015
0.0,0.4994424655436026,-0.7631431195066127,6.0,2.0,1.198810158415328,1.0,4.0,0.8513483729070389,1.0,5.783825182329737
0.0,-1.0914849296559337,1.051040113267539,7.0,3.0,0.8099859200193905,1.0,2.0,-1.2519325032385995,1.0,1.9459101490553128
0.0,-1.3807444560558495,0.9473724999661596,11.0,4.0,-0.7265856552638298,2.0,2.0,-0.500832678631301,1.0,1.6094379124341005
0.0,0.933331755143476,-1.177813572712133,3.0,1.0,-0.5511574998072427,1.0,0.0,1.452429599838081,0.0,5.056245805348309
0.0,0.3548127023436447,-0.9704783461093728,4.0,2.0,0.7910019562780087,1.0,5.0,0.10024854829974053,1.0,5.978885764901122
0.0,1.0779615183434341,0.3772006268085685,9.0,3.0,1.277161546993357,1.0,3.0,-0.500832678631301,1.0,6.496774990185863
0.0,-1.3807444560558495,0.7400372733633993,3.0,2.0,-0.3567453806092738,2.0,6.0,0.4002857436522538,0.0,4.248495242049359
0.0,1.0779615183434341,-0.08930363304764187,8.0,3.0,1.0434444407859476,1.0,3.0,-0.8018767102098295,1.0,6.476972362889682
0.0,0.06555317594372903,-0.5039740862531622,10.0,4.0,0.6749412256580685,1.0,5.0,-0.2400861966670477,1.0,5.4638318050256105
0.0,-1.3807444560558495,-0.34847266630109186,6.0,2.0,0.6749412256580685,1.0,4.0,-1.2519325032385995,1.0,1.791759469228055
1.0,0.3548127023436447,-1.177813572712133,12.0,1.0,-0.5511574998072427,1.0,1.0,1.1523924044855678,0.0,5.0369526024136295
0.0,-0.6575956400560602,0.16986540020580868,11.0,4.0,-0.8629674091518282,1.0,0.0,0.10024854829974053,0.0,3.7841896339182615
0.0,0.3548127023436447,-0.34847266630109186,7.0,3.0,1.7443371739673228,1.0,1.0,1.1523924044855678,1.0,4.934473933130692
0.0,-0.6575956400560602,1.6212119864251298,5.0,2.0,0.3238263293040429,2.0,3.0,-0.200795483278788,1.0,6.037870919922137
0.0,-1.670003982455765,-0.34847266630109186,11.0,4.0,-1.0573795283497969,2.0,3.0,0.7013297752307827,1.0,5.648974238161206
0.0,1.6564805711432653,1.5693781797744404,1.0,1.0,-1.328805976599118,2.0,2.0,-0.2400861966670477,1.0,3.0445224377234235
0.0,1.0779615183434341,-0.5039740862531622,11.0,4.0,-0.7455696190052116,1.0,6.0,-0.2400861966670477,0.0,5.3230099791384085
0.0,-0.8022254032560181,1.5693781797744404,1.0,1.0,-1.9323633574610828,1.0,3.0,-0.8018767102098295,1.0,2.8332133440562166
0.0,-0.8022254032560181,1.6212119864251298,12.0,4.0,-0.2594100282898636,2.0,2.0,0.7013297752307827,1.0,4.465908118654584
0.0,1.2225912815433917,0.16986540020580868,11.0,4.0,-0.4538221474878325,1.0,3.0,-0.8018767102098295,1.0,5.2094861528414205
0.0,0.933331755143476,1.5693781797744404,12.0,1.0,-1.3098220128577365,3.0,1.0,-1.1019139055623428,1.0,3.2958368660043287
0.0,-0.3683361136561445,0.16986540020580868,4.0,2.0,-0.7846160205738001,2.0,6.0,-1.1019139055623428,0.0,4.477336814478207
0.0,0.6440722287435604,-1.851653059171104,1.0,1.0,0.129414210106074,1.0,5.0,0.7013297752307827,1.0,5.68697535633982
0.0,1.0779615183434341,-0.1929712463490221,12.0,4.0,0.129414210106074,2.0,4.0,0.7013297752307827,1.0,5.662960480135946
0.0,-1.5253742192558073,0.5327020467606388,9.0,3.0,0.3238263293040429,1.0,5.0,-1.2519325032385995,1.0,3.737669618283368
0.0,0.7887019919435182,-0.2966388596504023,5.0,2.0,0.7910019562780087,2.0,4.0,-0.200795483278788,1.0,6.38856140554563
0.0,1.0779615183434341,1.6212119864251298,12.0,1.0,0.032078857786663806,2.0,3.0,1.1523924044855678,1.0,5.3471075307174685
0.0,-0.22370635045618667,0.2216992068564988,2.0,1.0,-0.3567453806092738,1.0,4.0,-0.200795483278788,1.0,5.003946305945459
0.0,-0.3683361136561445,0.11803159355511855,3.0,1.0,-1.1154098936597672,1.0,6.0,-1.1019139055623428,0.0,4.624972813284272
0.0,-1.670003982455765,-0.7631431195066127,3.0,1.0,-1.1734402589697377,1.0,2.0,-1.2519325032385995,1.0,2.3978952727983707
0.0,0.7887019919435182,-1.1259797660614432,6.0,2.0,1.4902990444918558,2.0,1.0,1.452429599838081,1.0,6.68586094706836
0.0,-0.6575956400560602,0.4808682401099487,11.0,4.0,-0.2594100282898636,1.0,1.0,0.4002857436522538,1.0,5.777652323222656
0.0,1.0779615183434341,-1.7479854458697242,2.0,1.0,-0.9022723961612684,1.0,6.0,1.452429599838081,0.0,4.0943445622220995
0.0,0.933331755143476,-0.2966388596504023,4.0,2.0,0.9463676739073894,1.0,1.0,1.452429599838081,1.0,6.214608098422191
0.0,-0.3683361136561445,-1.229647379362823,4.0,2.0,0.2267495624254843,1.0,5.0,1.1523924044855678,1.0,5.442417710521793
0.0,-1.0914849296559337,-0.7631431195066127,1.0,1.0,-1.3881734014357647,1.0,3.0,0.10024854829974053,1.0,1.0986122886681098
0.0,0.4994424655436026,-1.229647379362823,6.0,2.0,2.0938564253538208,1.0,3.0,0.8513483729070389,1.0,5.030437921392434
0.0,-1.0914849296559337,1.31020914652099,9.0,3.0,0.3238263293040429,1.0,2.0,-0.2400861966670477,1.0,2.19722457733622
0.0,-1.5253742192558073,1.5693781797744404,2.0,1.0,-1.4462037667457348,3.0,3.0,-0.200795483278788,1.0,1.3862943611198906
0.0,-1.670003982455765,-0.5558078929038524,1.0,1.0,-1.0573795283497969,1.0,6.0,0.7013297752307827,0.0,4.248495242049359
0.0,0.21018293914368688,-1.6443178325683436,8.0,3.0,1.4512526429232675,1.0,4.0,0.10024854829974053,1.0,5.7071102647488745
0.0,1.6564805711432653,0.584535853411329,9.0,3.0,1.2191311816833867,1.0,2.0,0.8513483729070389,1.0,4.564348191467836
0.0,1.3672210447433495,-0.9704783461093728,1.0,1.0,-1.4258827434776769,2.0,3.0,-0.2400861966670477,1.0,4.51085950651685
0.0,0.7887019919435182,0.32536682015787843,2.0,1.0,-1.5638601423332033,3.0,6.0,2.504573456023908,0.0,4.976733742420574
0.0,-1.670003982455765,0.3772006268085685,12.0,4.0,-0.9399817382031804,1.0,6.0,-0.2400861966670477,0.0,4.553876891600541
0.0,-0.22370635045618667,-0.8668107328079927,11.0,4.0,-0.7658906422732701,1.0,6.0,1.7534736314166093,0.0,5.796057750765373
0.0,-1.670003982455765,0.11803159355511855,7.0,3.0,0.849032321587979,1.0,0.0,0.10024854829974053,0.0,4.836281906951479
0.0,-1.670003982455765,-0.2966388596504023,1.0,1.0,-2.360233997425609,1.0,0.0,-1.1019139055623428,0.0,3.1354942159291497
0.0,-0.5129658768561024,1.051040113267539,8.0,3.0,0.8099859200193905,1.0,1.0,-1.2519325032385995,1.0,6.551080335043403
0.0,1.6564805711432653,0.9992063066168492,10.0,4.0,-0.5511574998072427,1.0,6.0,-0.2400861966670477,0.0,4.691347882229144
0.0,-0.8022254032560181,0.11803159355511855,7.0,3.0,1.0434444407859476,1.0,2.0,-0.8018767102098295,1.0,5.043425116919247
0.0,-0.5129658768561024,0.2735330135071889,9.0,4.0,0.032078857786663806,1.0,6.0,0.7013297752307827,0.0,5.356586274672011
0.0,1.3672210447433495,-0.5558078929038524,7.0,3.0,1.7050321869578824,1.0,2.0,-0.8018767102098295,1.0,5.811140992976701
0.0,1.2225912815433917,-0.08930363304764187,11.0,4.0,-0.7846160205738001,1.0,3.0,-1.1019139055623428,1.0,4.919980925828125
1.0,1.6564805711432653,1.31020914652099,10.0,4.0,0.2267495624254843,2.0,1.0,-1.1019139055623428,0.0,4.330733340286331
0.0,-0.07907658725622882,-2.4218249323286947,2.0,1.0,-0.2594100282898636,1.0,6.0,3.70673590988599,0.0,4.820281565605037
0.0,0.06555317594372903,-0.5039740862531622,6.0,2.0,1.9777956947338804,1.0,3.0,-0.2400861966670477,1.0,5.135798437050261
0.0,-1.0914849296559337,1.9322148263292709,4.0,2.0,-1.0966845153592373,3.0,6.0,0.4002857436522538,0.0,1.3862943611198906
0.0,-1.3807444560558495,-3.251165838739736,3.0,1.0,-0.8629674091518282,3.0,4.0,0.4002857436522538,1.0,0.6931471805599453
1.0,-1.670003982455765,-0.5039740862531622,11.0,4.0,-0.8629674091518282,1.0,5.0,0.4002857436522538,0.0,4.204692619390967
0.0,0.4994424655436026,1.6212119864251298,11.0,4.0,-0.06499790909189486,3.0,3.0,-1.1019139055623428,1.0,4.204692619390967
0.0,-0.6575956400560602,-2.3699911256780046,2.0,1.0,-0.5511574998072427,1.0,6.0,3.1056546829549485,0.0,3.1354942159291497
0.0,1.2225912815433917,0.5327020467606388,3.0,2.0,0.6546202023900103,1.0,4.0,0.7013297752307827,1.0,6.052089168924417
0.0,-0.946855166455976,0.584535853411329,6.0,2.0,0.9463676739073894,1.0,6.0,-0.8018767102098295,0.0,2.8332133440562166
0.0,-0.8022254032560181,0.7400372733633993,9.0,3.0,-0.2594100282898636,1.0,0.0,0.4002857436522538,0.0,2.5649493574615367
0.0,0.6440722287435604,-1.5406502192669635,8.0,3.0,1.5483294098018257,1.0,2.0,1.1523924044855678,1.0,6.175867270105761
0.0,1.6564805711432653,-0.6594755062052325,9.0,3.0,0.7329715909680388,1.0,6.0,-0.200795483278788,0.0,5.147494476813453
0.0,0.06555317594372903,-1.4369826059655837,10.0,4.0,0.4211616816234529,1.0,1.0,-0.2400861966670477,1.0,5.648974238161206
0.0,1.0779615183434341,-1.4888164126162735,6.0,2.0,0.9463676739073894,1.0,0.0,0.7013297752307827,0.0,6.118097198041347
0.0,0.7887019919435182,-0.8668107328079927,7.0,3.0,1.6659857853892943,1.0,6.0,-0.200795483278788,0.0,6.173786103901937
0.0,1.6564805711432653,0.01436398025373833,10.0,4.0,-0.16233326141130494,1.0,1.0,0.10024854829974053,1.0,4.4067192472642525
0.0,1.2225912815433917,-0.037469826396951775,4.0,2.0,-0.2594100282898636,1.0,3.0,0.4002857436522538,1.0,4.84418708645859
0.0,1.5118508079433075,0.8437048866647795,7.0,3.0,0.9463676739073894,1.0,2.0,-0.200795483278788,1.0,5.181783550292085
0.0,0.06555317594372903,-1.2814811860135134,1.0,1.0,-2.2238522435376105,2.0,6.0,-1.1019139055623428,0.0,4.262679877041316
0.0,0.6440722287435604,-1.851653059171104,6.0,2.0,1.2568405237252982,1.0,3.0,-0.8018767102098295,1.0,5.746203190540153
0.0,-1.5253742192558073,0.7918710800140895,8.0,3.0,0.8099859200193905,1.0,6.0,-0.500832678631301,0.0,4.219507705176107
0.0,-0.946855166455976,1.9322148263292709,12.0,4.0,-0.16233326141130494,3.0,3.0,-0.500832678631301,1.0,1.3862943611198906
0.0,1.3672210447433495,-2.1626558990752445,2.0,1.0,0.4211616816234529,1.0,5.0,2.804610651376421,1.0,4.290459441148391
1.0,-1.3807444560558495,-0.2966388596504023,11.0,4.0,-0.9993491630398268,1.0,5.0,0.7013297752307827,0.0,2.4849066497880004
0.0,1.6564805711432653,0.7918710800140895,5.0,2.0,0.5575434355114515,3.0,2.0,1.1523924044855678,1.0,4.158883083359672
0.0,0.6440722287435604,-1.2814811860135134,1.0,1.0,-1.2517916475477657,1.0,4.0,-0.500832678631301,1.0,4.465908118654584
0.0,-0.07907658725622882,-1.1259797660614432,4.0,2.0,-0.16233326141130494,1.0,0.0,2.0535108267691227,0.0,5.720311776607412
0.0,-1.670003982455765,1.31020914652099,5.0,2.0,0.3238263293040429,2.0,1.0,-0.8018767102098295,1.0,3.737669618283368
